headline,body,text,category,label
heshiis hordhac ah oo laga gaaray doorashada galkacyo,ilo wareedyo ayaa xaqiijiyay in shirkadda hormuud iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada galkacyo ilo wareedyo ayaa xaqiijiyay in shirkadda hormuud iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
kulan qarsoodi ah oo eyl ku dhexmaray maamulka koonfur galbeed,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo eyl ku dhexmaray maamulka koonfur galbeed ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray jowhar,midowga yurub ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray jowhar midowga yurub ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fursad shaqo midowga yurub oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto kismaayo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo midowga yurub oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto kismaayo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto minneapolis fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo xiriirka kubadda cagta oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto minneapolis fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
kulan qarsoodi ah oo balcad ku dhexmaray golaha wasiirada,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo balcad ku dhexmaray golaha wasiirada ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
kulan qarsoodi ah oo columbus ku dhexmaray guddiga doorashada,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo columbus ku dhexmaray guddiga doorashada ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fursad shaqo shirkadda somtel oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto xudur fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo shirkadda somtel oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto xudur fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
digniin caafimaad oo laga soo saaray muqdisho,wasaaradda arrimaha gudaha ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray muqdisho wasaaradda arrimaha gudaha ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
heshiis qarsoodi ah qaramada midoobay oo ceelwaaq kaga dhawaaqay iscasilaad,warar laga helay ceelwaaq ayaa sheegaya in qaramada midoobay uu xilka ka degay cadaadis siyaasadeed awgiis,heshiis qarsoodi ah qaramada midoobay oo ceelwaaq kaga dhawaaqay iscasilaad warar laga helay ceelwaaq ayaa sheegaya in qaramada midoobay uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
deg deg bandow lagu soo rogay riyadh,maamulka hirshabelle ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay riyadh maamulka hirshabelle ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
kulan qarsoodi ah oo muqdisho ku dhexmaray maamulka jubaland,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo muqdisho ku dhexmaray maamulka jubaland ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo seattle,jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo seattle jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
war deg deg ah daawo khatar ah oo lagu arkay beledweyne,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,war deg deg ah daawo khatar ah oo lagu arkay beledweyne dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
fiiri muuqaalka musharax madaxweyne oo garbahaarey kaga dhawaaqay iscasilaad,warar laga helay garbahaarey ayaa sheegaya in musharax madaxweyne uu xilka ka degay cadaadis siyaasadeed awgiis,fiiri muuqaalka musharax madaxweyne oo garbahaarey kaga dhawaaqay iscasilaad warar laga helay garbahaarey ayaa sheegaya in musharax madaxweyne uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo london,xiriirka kubadda cagta ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo london xiriirka kubadda cagta ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
fursad shaqo midowga yurub oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto eyl fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo midowga yurub oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto eyl fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
sir culus daawo khatar ah oo lagu arkay eyl,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,sir culus daawo khatar ah oo lagu arkay eyl dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo ottawa,jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo ottawa jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
war deg deg ah hayadda sirdoonka nisa oo riyadh kaga dhawaaqay iscasilaad,warar laga helay riyadh ayaa sheegaya in hayadda sirdoonka nisa uu xilka ka degay cadaadis siyaasadeed awgiis,war deg deg ah hayadda sirdoonka nisa oo riyadh kaga dhawaaqay iscasilaad warar laga helay riyadh ayaa sheegaya in hayadda sirdoonka nisa uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray dubai,golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray dubai golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fursad shaqo wasaaradda waxbarashada oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto seattle fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo wasaaradda waxbarashada oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto seattle fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
akhriso xogtan daawo khatar ah oo lagu arkay burtinle,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,akhriso xogtan daawo khatar ah oo lagu arkay burtinle dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
kulan qarsoodi ah oo london ku dhexmaray shirkadda isgaarsiinta,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo london ku dhexmaray shirkadda isgaarsiinta ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fursad shaqo golaha wasiirada oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto dhuusamareeb fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo golaha wasiirada oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto dhuusamareeb fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo beledweyne,maamulka jubaland ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo beledweyne maamulka jubaland ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
deg deg bandow lagu soo rogay harardhere,maamulka koonfur galbeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay harardhere maamulka koonfur galbeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
war naxdin leh daawo khatar ah oo lagu arkay badhan,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,war naxdin leh daawo khatar ah oo lagu arkay badhan dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
akhriso xogtan daawo khatar ah oo lagu arkay baydhabo,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,akhriso xogtan daawo khatar ah oo lagu arkay baydhabo dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada luuq,ilo wareedyo ayaa xaqiijiyay in wasaaradda arrimaha gudaha iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada luuq ilo wareedyo ayaa xaqiijiyay in wasaaradda arrimaha gudaha iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
kulan qarsoodi ah oo buaale ku dhexmaray shirkadda isgaarsiinta,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo buaale ku dhexmaray shirkadda isgaarsiinta ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada laascaanood,ilo wareedyo ayaa xaqiijiyay in hayadda sirdoonka nisa iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada laascaanood ilo wareedyo ayaa xaqiijiyay in hayadda sirdoonka nisa iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray hobyo,jaaliyadda soomaaliyeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray hobyo jaaliyadda soomaaliyeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo helsinki,bangiga adduunka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo helsinki bangiga adduunka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo garowe,shirkadda hormuud ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo garowe shirkadda hormuud ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
fiiri muuqaalka maamulka gobolka oo hobyo kaga dhawaaqay iscasilaad,warar laga helay hobyo ayaa sheegaya in maamulka gobolka uu xilka ka degay cadaadis siyaasadeed awgiis,fiiri muuqaalka maamulka gobolka oo hobyo kaga dhawaaqay iscasilaad warar laga helay hobyo ayaa sheegaya in maamulka gobolka uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada baydhabo,ilo wareedyo ayaa xaqiijiyay in maamulka jubaland iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada baydhabo ilo wareedyo ayaa xaqiijiyay in maamulka jubaland iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
deg deg bandow lagu soo rogay berbera,jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay berbera jaaliyadda soomaaliyeed ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
deg deg bandow lagu soo rogay columbus,golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay columbus golaha wasiirada ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fadeexadii ugu weyneyd bangiga dhexe oo istanbul kaga dhawaaqay iscasilaad,warar laga helay istanbul ayaa sheegaya in bangiga dhexe uu xilka ka degay cadaadis siyaasadeed awgiis,fadeexadii ugu weyneyd bangiga dhexe oo istanbul kaga dhawaaqay iscasilaad warar laga helay istanbul ayaa sheegaya in bangiga dhexe uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
heshiis qarsoodi ah shirkadda isgaarsiinta oo minneapolis kaga dhawaaqay iscasilaad,warar laga helay minneapolis ayaa sheegaya in shirkadda isgaarsiinta uu xilka ka degay cadaadis siyaasadeed awgiis,heshiis qarsoodi ah shirkadda isgaarsiinta oo minneapolis kaga dhawaaqay iscasilaad warar laga helay minneapolis ayaa sheegaya in shirkadda isgaarsiinta uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
kulan qarsoodi ah oo dhuusamareeb ku dhexmaray musharax madaxweyne,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo dhuusamareeb ku dhexmaray musharax madaxweyne ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fadeexadii ugu weyneyd maamulka jubaland oo melbourne kaga dhawaaqay iscasilaad,warar laga helay melbourne ayaa sheegaya in maamulka jubaland uu xilka ka degay cadaadis siyaasadeed awgiis,fadeexadii ugu weyneyd maamulka jubaland oo melbourne kaga dhawaaqay iscasilaad warar laga helay melbourne ayaa sheegaya in maamulka jubaland uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
fariin loo soo diray dhamaan soomaalida maamulka gobolka oo buaale kaga dhawaaqay iscasilaad,warar laga helay buaale ayaa sheegaya in maamulka gobolka uu xilka ka degay cadaadis siyaasadeed awgiis,fariin loo soo diray dhamaan soomaalida maamulka gobolka oo buaale kaga dhawaaqay iscasilaad warar laga helay buaale ayaa sheegaya in maamulka gobolka uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray las khoray,golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray las khoray golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
digniin caafimaad oo laga soo saaray afgooye,jaaliyadda soomaaliyeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray afgooye jaaliyadda soomaaliyeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fiiri muuqaalka maamulka koonfur galbeed oo ottawa kaga dhawaaqay iscasilaad,warar laga helay ottawa ayaa sheegaya in maamulka koonfur galbeed uu xilka ka degay cadaadis siyaasadeed awgiis,fiiri muuqaalka maamulka koonfur galbeed oo ottawa kaga dhawaaqay iscasilaad warar laga helay ottawa ayaa sheegaya in maamulka koonfur galbeed uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo ceelwaaq,jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo ceelwaaq jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
digniin caafimaad oo laga soo saaray garbahaarey,guddoomiyaha baarlamaanka ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray garbahaarey guddoomiyaha baarlamaanka ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
kulan qarsoodi ah oo istanbul ku dhexmaray wasaaradda waxbarashada,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo istanbul ku dhexmaray wasaaradda waxbarashada ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
deg deg bandow lagu soo rogay london,maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay london maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo golaha wasiirada oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto helsinki fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo golaha wasiirada oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto helsinki fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
fursad shaqo qaramada midoobay oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto luuq fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo qaramada midoobay oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto luuq fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
digniin caafimaad oo laga soo saaray dubai,maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray dubai maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fursad shaqo bangiga dhexe oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto burtinle fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo bangiga dhexe oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto burtinle fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo nairobi,bangiga adduunka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo nairobi bangiga adduunka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo london,musharax madaxweyne ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo london musharax madaxweyne ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
fursad shaqo golaha wasiirada oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto berbera fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo golaha wasiirada oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto berbera fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada berbera,ilo wareedyo ayaa xaqiijiyay in bangiga adduunka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada berbera ilo wareedyo ayaa xaqiijiyay in bangiga adduunka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada balanbale,ilo wareedyo ayaa xaqiijiyay in musharax madaxweyne iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada balanbale ilo wareedyo ayaa xaqiijiyay in musharax madaxweyne iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada buaale,ilo wareedyo ayaa xaqiijiyay in bangiga dhexe iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada buaale ilo wareedyo ayaa xaqiijiyay in bangiga dhexe iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
fursad shaqo guddoomiyaha baarlamaanka oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto melbourne fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo guddoomiyaha baarlamaanka oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto melbourne fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
kulan qarsoodi ah oo cadaado ku dhexmaray shirkadda hormuud,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo cadaado ku dhexmaray shirkadda hormuud ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
fariin deg deg ah maamulka koonfur galbeed oo badhan kaga dhawaaqay iscasilaad,warar laga helay badhan ayaa sheegaya in maamulka koonfur galbeed uu xilka ka degay cadaadis siyaasadeed awgiis,fariin deg deg ah maamulka koonfur galbeed oo badhan kaga dhawaaqay iscasilaad warar laga helay badhan ayaa sheegaya in maamulka koonfur galbeed uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray helsinki,guddiga doorashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray helsinki guddiga doorashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
kulan qarsoodi ah oo oslo ku dhexmaray shirkadda somtel,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo oslo ku dhexmaray shirkadda somtel ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
kulan qarsoodi ah oo nairobi ku dhexmaray shirkadda hormuud,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo nairobi ku dhexmaray shirkadda hormuud ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
war deg deg ah maamulka hirshabelle oo ottawa kaga dhawaaqay iscasilaad,warar laga helay ottawa ayaa sheegaya in maamulka hirshabelle uu xilka ka degay cadaadis siyaasadeed awgiis,war deg deg ah maamulka hirshabelle oo ottawa kaga dhawaaqay iscasilaad warar laga helay ottawa ayaa sheegaya in maamulka hirshabelle uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
kulan qarsoodi ah oo el bur ku dhexmaray ururka midowga afrika,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo el bur ku dhexmaray ururka midowga afrika ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray guriceel,qaramada midoobay ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray guriceel qaramada midoobay ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fariin deg deg ah daawo khatar ah oo lagu arkay london,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,fariin deg deg ah daawo khatar ah oo lagu arkay london dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
kulan qarsoodi ah oo nairobi ku dhexmaray ururka midowga afrika,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo nairobi ku dhexmaray ururka midowga afrika ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray minneapolis,golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray minneapolis golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
akhriso xogtan daawo khatar ah oo lagu arkay cadaado,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,akhriso xogtan daawo khatar ah oo lagu arkay cadaado dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo istanbul,ururka midowga afrika ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo istanbul ururka midowga afrika ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo oslo,qaramada midoobay ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo oslo qaramada midoobay ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
digniin caafimaad oo laga soo saaray istanbul,xiriirka kubadda cagta ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray istanbul xiriirka kubadda cagta ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
kulan qarsoodi ah oo luuq ku dhexmaray wasaaradda arrimaha gudaha,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo luuq ku dhexmaray wasaaradda arrimaha gudaha ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
xog qarsoodi ah daawo khatar ah oo lagu arkay eyl,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,xog qarsoodi ah daawo khatar ah oo lagu arkay eyl dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
digniin caafimaad oo laga soo saaray xudur,guddiga doorashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray xudur guddiga doorashada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada luuq,ilo wareedyo ayaa xaqiijiyay in maamulka gobolka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada luuq ilo wareedyo ayaa xaqiijiyay in maamulka gobolka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
deg deg bandow lagu soo rogay laascaanood,xiriirka kubadda cagta ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay laascaanood xiriirka kubadda cagta ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fariin deg deg ah daawo khatar ah oo lagu arkay hobyo,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,fariin deg deg ah daawo khatar ah oo lagu arkay hobyo dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
